Id,Quantidade_Avaliações,Média_Avaliações,Avaliação_Máxima,Nome_Filme,Generos,Tags
69757,42,3.67,5.0,(500) Days of Summer (2009),Comedy|Drama|Romance,artistic Funny humorous inspiring intelligent quirky romance Zooey Deschanel
91658,42,3.49,5.0,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,
1967,42,3.82,5.0,Labyrinth (1986),Adventure|Fantasy|Musical,
2915,42,3.44,5.0,Risky Business (1983),Comedy,prostitution
441,42,3.93,5.0,Dazed and Confused (1993),Comedy,
1375,42,3.26,5.0,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,
3868,42,3.4,5.0,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,
431,42,3.74,5.0,Carlito's Way (1993),Crime|Drama,Al Pacino gangster mafia
59369,42,3.62,5.0,Taken (2008),Action|Crime|Drama|Thriller,
785,42,3.37,5.0,Kingpin (1996),Comedy,
3301,42,3.52,5.0,"Whole Nine Yards, The (2000)",Comedy|Crime,
1042,42,3.27,5.0,That Thing You Do! (1996),Comedy|Drama,Music
81591,42,3.63,5.0,Black Swan (2010),Drama|Thriller,alter ego atmospheric creepy horror obsession surreal
1022,42,3.49,5.0,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,Disney
1094,42,3.44,5.0,"Crying Game, The (1992)",Drama|Romance|Thriller,
1372,42,3.35,5.0,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,Klingons
3210,42,3.48,5.0,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,high school
2273,42,3.26,5.0,Rush Hour (1998),Action|Comedy|Crime|Thriller,
261,42,3.88,5.0,Little Women (1994),Drama,Louisa May Alcott
1909,42,3.44,5.0,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,conspiracy
1285,41,3.73,5.0,Heathers (1989),Comedy,high school
2968,41,3.73,5.0,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,time travel
5810,41,3.29,5.0,8 Mile (2002),Drama,
2003,41,3.38,5.0,Gremlins (1984),Comedy|Horror,
115617,41,3.85,5.0,Big Hero 6 (2014),Action|Animation|Comedy,animation kids robots feel-good fun family movie very funny
3916,41,3.74,5.0,Remember the Titans (2000),Drama,
494,41,3.38,5.0,Executive Decision (1996),Action|Adventure|Thriller,
45517,41,3.38,5.0,Cars (2006),Animation|Children|Comedy,
2087,41,3.57,5.0,Peter Pan (1953),Animation|Children|Fantasy|Musical,
122886,41,3.85,5.0,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX,
7373,41,3.38,5.0,Hellboy (2004),Action|Adventure|Fantasy|Horror,
3418,41,3.46,5.0,Thelma & Louise (1991),Adventure|Crime|Drama,
55247,41,3.9,5.0,Into the Wild (2007),Action|Adventure|Drama,
3617,41,3.09,5.0,Road Trip (2000),Comedy,
57669,41,4.16,5.0,In Bruges (2008),Comedy|Crime|Drama|Thriller,black comedy Colin Farrell dark comedy drugs friendship irreverent Ralph Fiennes stylized
1242,41,4.17,5.0,Glory (1989),Drama|War,Civil War
543,41,3.32,5.0,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,beat poetry
4299,41,3.34,5.0,"Knight's Tale, A (2001)",Action|Comedy|Romance,
471,40,3.55,5.0,"Hudsucker Proxy, The (1994)",Comedy,hula hoop
376,40,3.25,5.0,"River Wild, The (1994)",Action|Thriller,
1569,40,3.5,5.0,My Best Friend's Wedding (1997),Comedy|Romance,romantic comedy wedding weddings
2541,40,3.22,5.0,Cruel Intentions (1999),Drama,
33615,40,3.38,5.0,Madagascar (2005),Adventure|Animation|Children|Comedy,
1674,40,3.65,5.0,Witness (1985),Drama|Romance|Thriller,Amish
44199,40,3.8,5.0,Inside Man (2006),Crime|Drama|Thriller,
6807,40,3.95,5.0,Monty Python's The Meaning of Life (1983),Comedy,british comedy
98809,40,3.81,5.0,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX,Action Myth
224,40,3.61,5.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,mental illness psychology
4223,40,3.51,5.0,Enemy at the Gates (2001),Drama|War,Ed Harris Jude Law Rachel Weisz sniper World War II
529,40,3.88,5.0,Searching for Bobby Fischer (1993),Drama,chess
2193,40,3.34,5.0,Willow (1988),Action|Adventure|Fantasy,
3703,40,4.04,5.0,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,
31658,40,4.08,5.0,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,anime fantasy world Hayao Miyazaki Studio Ghibli 06 Oscar Nominated Best Movie - Animation In Netflix queue
282,40,3.34,5.0,Nell (1994),Drama,disability twins
6218,40,3.3,5.0,Bend It Like Beckham (2002),Comedy|Drama|Romance,soccer
1032,40,3.38,5.0,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,Disney
41569,40,3.4,4.5,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,big budget
1228,40,4.19,5.0,Raging Bull (1980),Drama,boxing
1233,40,4.21,5.0,"Boot, Das (Boat, The) (1981)",Action|Drama|War,submarine
8528,39,3.55,5.0,Dodgeball: A True Underdog Story (2004),Comedy,
40819,39,3.76,5.0,Walk the Line (2005),Drama|Musical|Romance,Johnny Cash
8949,39,3.74,5.0,Sideways (2004),Comedy|Drama|Romance,wine
1274,39,3.74,5.0,Akira (1988),Action|Adventure|Animation|Sci-Fi,animation anime visually stunning
2746,39,3.33,5.0,Little Shop of Horrors (1986),Comedy|Horror|Musical,
1408,39,3.83,5.0,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,Hawkeye James Fennimore Cooper
2951,39,3.94,5.0,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,bad
2094,39,3.26,5.0,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,
2248,39,3.92,5.0,Say Anything... (1989),Comedy|Drama|Romance,In Your Eyes Lloyd Dobbler
2761,39,4.05,5.0,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,robots animation
2723,39,3.09,5.0,Mystery Men (1999),Action|Comedy|Fantasy,superhero
2908,39,3.55,5.0,Boys Don't Cry (1999),Drama,
6936,39,3.69,5.0,Elf (2003),Children|Comedy|Fantasy,christmas
3174,39,3.49,5.0,Man on the Moon (1999),Comedy|Drama,Andy Kaufman
58998,39,3.77,5.0,Forgetting Sarah Marshall (2008),Comedy|Romance,
7451,39,3.76,5.0,Mean Girls (2004),Comedy,clever High School lesbian subtext High School
3039,39,3.73,5.0,Trading Places (1983),Comedy,class Dan Aykroyd
2580,39,3.96,5.0,Go (1999),Comedy|Crime,
1673,39,4.08,5.0,Boogie Nights (1997),Drama,
53996,39,3.35,5.0,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,
3300,39,3.56,5.0,Pitch Black (2000),Horror|Sci-Fi|Thriller,
61323,39,3.49,5.0,Burn After Reading (2008),Comedy|Crime|Drama,dark comedy Brad Pitt Coen Bros Coen Brothers dark comedy espionage George Clooney John Malkovich satire twists & turns weird
3082,39,3.33,5.0,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,
1129,39,3.45,5.0,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,
6188,39,3.51,5.0,Old School (2003),Comedy,comedy Will Ferrell
27773,39,4.09,5.0,Old Boy (2003),Mystery|Thriller,bizarre claustrophobic depressing disturbing hallucinatory paranoid surreal twisted
1953,39,3.87,5.0,"French Connection, The (1971)",Action|Crime|Thriller,drugs police
8533,38,3.57,5.0,"Notebook, The (2004)",Drama|Romance,memory loss romance sad
79091,38,3.68,5.0,Despicable Me (2010),Animation|Children|Comedy|Crime,
2289,38,3.95,5.0,"Player, The (1992)",Comedy|Crime|Drama,
44665,38,3.86,5.0,Lucky Number Slevin (2006),Crime|Drama|Mystery,twist ending
91542,38,3.76,5.0,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,
8972,38,3.26,5.0,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,
3702,38,3.49,5.0,Mad Max (1979),Action|Adventure|Sci-Fi,
7090,38,3.92,5.0,Hero (Ying xiong) (2002),Action|Adventure|Drama,martial arts
112552,38,4.04,5.0,Whiplash (2014),Drama,passion psychological suspense jazz music tense inspirational inspiring intense
51540,38,3.71,5.0,Zodiac (2007),Crime|Drama|Thriller,
315,38,3.08,5.0,"Specialist, The (1994)",Action|Drama|Thriller,
277,38,3.22,5.0,Miracle on 34th Street (1994),Drama,Christmas
2420,38,3.57,5.0,"Karate Kid, The (1984)",Drama,martial arts
29,38,4.01,5.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,kidnapping
31,38,3.18,5.0,Dangerous Minds (1995),Drama,high school teacher
3362,38,3.93,5.0,Dog Day Afternoon (1975),Crime|Drama,
2124,38,3.29,5.0,"Addams Family, The (1991)",Children|Comedy|Fantasy,black comedy Christina Ricci Christopher Lloyd Family gothic quirky
2018,38,3.37,5.0,Bambi (1942),Animation|Children|Drama,
8950,38,3.99,5.0,The Machinist (2004),Drama|Mystery|Thriller,Christian Bale creepy powerful ending psychology schizophrenia twist ending psychology
1093,37,3.41,5.0,"Doors, The (1991)",Drama,1960s Jim Morrison music
1020,37,3.08,5.0,Cool Runnings (1993),Comedy,
55765,37,3.91,5.0,American Gangster (2007),Crime|Drama|Thriller,corruption Denzel Washington mafia organized crime
832,37,3.34,5.0,Ransom (1996),Crime|Thriller,kidnapping GIVE ME BACK MY SON! It was melodramatic and kind of dumb Mel Gibson
112556,37,3.72,5.0,Gone Girl (2014),Drama|Thriller,annoying Stupid ending
64957,37,3.59,5.0,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance,
8622,37,3.49,4.5,Fahrenheit 9/11 (2004),Documentary,politics terrorism
2021,37,3.43,5.0,Dune (1984),Adventure|Sci-Fi,
30810,37,3.49,5.0,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,heartwarming off-beat comedy quirky trippy visually appealing whimsical
92259,37,4.11,5.0,Intouchables (2011),Comedy|Drama,emotional sexuality
5971,37,3.96,5.0,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,anime
4016,37,3.72,5.0,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,
3967,37,3.85,5.0,Billy Elliot (2000),Drama,ballet
8376,37,3.32,5.0,Napoleon Dynamite (2004),Comedy,high school
58,37,4.03,5.0,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,writing
22,36,3.22,5.0,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,serial killer
180,36,3.4,5.0,Mallrats (1995),Comedy|Romance,
3034,36,3.51,5.0,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,
2948,36,3.75,5.0,From Russia with Love (1963),Action|Adventure|Thriller,
1345,36,3.35,5.0,Carrie (1976),Drama|Fantasy|Horror|Thriller,high school prom Stephen King
3108,36,3.81,5.0,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,homeless
671,36,3.49,5.0,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,spoof
2231,36,3.86,5.0,Rounders (1998),Drama,
6947,36,3.64,5.0,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,
3510,36,3.42,5.0,Frequency (2000),Drama|Thriller,
1060,36,3.69,5.0,Swingers (1996),Comedy|Drama,
3101,36,3.1,5.0,Fatal Attraction (1987),Drama|Thriller,adultery
44195,36,4.03,5.0,Thank You for Smoking (2006),Comedy|Drama,
902,36,3.85,5.0,Breakfast at Tiffany's (1961),Drama|Romance,Capote
119145,36,3.99,5.0,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime,slick
1059,36,3.72,5.0,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,Amazing Cinematography Leonardo DiCaprio shakespeare updated classics Shakespeare
345,36,3.6,5.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,cross dressing men in drag remade
3247,36,3.03,5.0,Sister Act (1992),Comedy|Crime,nuns
1029,35,3.39,5.0,Dumbo (1941),Animation|Children|Drama|Musical,Disney
60040,35,3.17,4.5,"Incredible Hulk, The (2008)",Action|Sci-Fi,
805,35,3.66,5.0,"Time to Kill, A (1996)",Drama|Thriller,John Grisham
170,35,3.23,5.0,Hackers (1995),Action|Adventure|Crime|Thriller,
7445,35,3.63,5.0,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,
63113,35,3.46,4.5,Quantum of Solace (2008),Action|Adventure|Thriller,
38061,35,4.07,5.0,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,black comedy clever fast-paced dialogue good dialogue Robert Downey Jr. witty In Netflix queue
3809,35,3.27,5.0,What About Bob? (1991),Comedy,
66097,35,3.7,5.0,Coraline (2009),Animation|Fantasy|Thriller,claymation creepy dark dark fairy tale Surreal Tim Burton
628,35,3.64,5.0,Primal Fear (1996),Crime|Drama|Mystery|Thriller,edward norton psychology suspense thought-provoking twist ending priest
1084,35,4.07,5.0,Bonnie and Clyde (1967),Crime|Drama,1920s gangsters
31696,35,3.47,5.0,Constantine (2005),Action|Fantasy|Horror|Thriller,
2427,35,3.3,5.0,"Thin Red Line, The (1998)",Action|Drama|War,
30812,35,3.53,5.0,"Aviator, The (2004)",Drama,biopic Howard Hughes movie business
3361,35,3.67,5.0,Bull Durham (1988),Comedy|Drama|Romance,
1249,35,4.07,5.0,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,hit men
914,35,4.04,5.0,My Fair Lady (1964),Comedy|Drama|Musical|Romance,George Bernard Shaw
36529,35,3.71,5.0,Lord of War (2005),Action|Crime|Drama|Thriller|War,wapendrama
4734,34,3.16,5.0,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,
4641,34,3.5,5.0,Ghost World (2001),Comedy|Drama,adolescence
6287,34,3.06,5.0,Anger Management (2003),Comedy,
1947,34,3.6,5.0,West Side Story (1961),Drama|Musical|Romance,Gangs
3698,34,3.22,5.0,"Running Man, The (1987)",Action|Sci-Fi,
44555,34,4.12,5.0,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,
4344,34,3.1,4.5,Swordfish (2001),Action|Crime|Drama,
54259,34,3.6,5.0,Stardust (2007),Adventure|Comedy|Fantasy|Romance,
362,34,3.53,5.0,"Jungle Book, The (1994)",Adventure|Children|Romance,
64969,34,3.62,5.0,Yes Man (2008),Comedy,
1287,34,3.94,5.0,Ben-Hur (1959),Action|Adventure|Drama,
45720,34,3.56,5.0,"Devil Wears Prada, The (2006)",Comedy|Drama,
5254,34,3.21,5.0,Blade II (2002),Action|Horror|Thriller,Great movie Wesley Snipes
64839,34,3.74,5.0,"Wrestler, The (2008)",Drama,
1172,34,4.16,5.0,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,
69481,34,4.06,5.0,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,war
8807,34,3.46,5.0,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,
60,34,3.24,5.0,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,
1261,34,4.04,5.0,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,
85414,34,3.6,4.5,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,
1663,34,3.79,5.0,Stripes (1981),Comedy|War,military
969,34,3.97,5.0,"African Queen, The (1951)",Adventure|Comedy|Romance|War,missionary
2140,34,3.54,5.0,"Dark Crystal, The (1982)",Adventure|Fantasy,
524,34,3.49,5.0,Rudy (1993),Drama,football
6708,34,3.72,5.0,Matchstick Men (2003),Comedy|Crime|Drama,con men fatherhood
86332,34,3.51,5.0,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX,
39183,34,3.56,5.0,Brokeback Mountain (2005),Drama|Romance,
3988,33,3.05,5.0,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,Dr. Seuss
5388,33,3.3,5.0,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,Al Pacino atmospheric Hilary Swank Robin Williams atmospheric insomnia thought-provoking
2300,33,3.97,5.0,"Producers, The (1968)",Comedy,Broadway
2949,33,3.71,5.0,Dr. No (1962),Action|Adventure|Thriller,
1272,33,4.12,5.0,Patton (1970),Drama|War,World War II
265,33,3.94,5.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,
8957,33,3.18,5.0,Saw (2004),Horror|Mystery|Thriller,brutal clever Disturbing great ending mindfuck surprise ending suspense
30825,33,3.11,5.0,Meet the Fockers (2004),Comedy,Ben Stiller Robert De Niro
2393,33,3.15,5.0,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,cameo:Whoopi Goldberg space opera Star Trek
6754,33,3.5,5.0,Underworld (2003),Action|Fantasy|Horror,
4874,33,3.48,5.0,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,aliens psychiatrist
2145,33,3.24,5.0,Pretty in Pink (1986),Comedy|Drama|Romance,1980s high school
3396,33,3.59,5.0,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,
637,33,3.05,5.0,Sgt. Bilko (1996),Comedy,
3681,33,4.15,5.0,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,
1047,33,3.32,5.0,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,
61132,33,3.5,5.0,Tropic Thunder (2008),Action|Adventure|Comedy|War,
5673,33,3.62,5.0,Punch-Drunk Love (2002),Comedy|Drama|Romance,pudding anger awkward bittersweet hallucinatory quirky sad surreal symbolism tense unconventional unique wistful
53322,33,3.48,5.0,Ocean's Thirteen (2007),Crime|Thriller,
3555,33,3.42,5.0,U-571 (2000),Action|Thriller|War,
837,33,3.27,5.0,Matilda (1996),Children|Comedy|Fantasy,
610,33,3.55,5.0,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,
342,33,3.27,5.0,Muriel's Wedding (1994),Comedy,Australia weddings
1244,33,4.11,5.0,Manhattan (1979),Comedy|Drama|Romance,black and white
2944,32,3.97,5.0,"Dirty Dozen, The (1967)",Action|Drama|War,
1912,32,3.86,5.0,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,heist
4361,32,3.42,5.0,Tootsie (1982),Comedy|Romance,men in drag
104841,32,3.58,5.0,Gravity (2013),Action|Sci-Fi|IMAX,cliche characters long shots predictable Simple slow action visually appealing
72011,32,3.72,5.0,Up in the Air (2009),Drama|Romance,
53972,32,3.41,4.5,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,
8970,32,3.61,5.0,Finding Neverland (2004),Drama,Peter Pan
5064,32,3.83,5.0,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,Dumas revenge remake
2160,32,4.17,5.0,Rosemary's Baby (1968),Drama|Horror|Thriller,Atmospheric creepy paranoia scary suspense demons
68237,32,3.97,5.0,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,2001-like Sci-fi solitude
45,32,3.31,5.0,To Die For (1995),Comedy|Drama|Thriller,Journalism
152081,32,3.89,5.0,Zootopia (2016),Action|Adventure|Animation|Children|Comedy,
8917,32,3.47,5.0,Team America: World Police (2004),Action|Adventure|Animation|Comedy,
96610,32,3.64,5.0,Looper (2012),Action|Crime|Sci-Fi,
88129,32,3.77,5.0,Drive (2011),Crime|Drama|Film-Noir|Thriller,
102125,32,3.56,5.0,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX,
6281,32,3.14,4.5,Phone Booth (2002),Drama|Thriller,crime
3285,32,3.06,4.5,"Beach, The (2000)",Adventure|Drama,
88140,32,3.55,5.0,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War,
110102,31,3.74,5.0,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,
97938,31,3.63,5.0,Life of Pi (2012),Adventure|Drama|IMAX,cinematography India surreal
724,31,3.03,5.0,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,
46723,31,3.5,4.5,Babel (2006),Drama|Thriller,Brad Pitt cate blanchett multiple storylines social commentary
72641,31,3.68,5.0,"Blind Side, The  (2009)",Drama,
3006,31,3.74,5.0,"Insider, The (1999)",Drama|Thriller,tobacco true story
3256,31,3.52,5.0,Patriot Games (1992),Action|Crime|Drama|Thriller,
4890,31,3.03,5.0,Shallow Hal (2001),Comedy|Fantasy|Romance,
139385,31,3.9,5.0,The Revenant (2015),Adventure|Drama,leonardo DiCarpio survival tom hardy visually appealing cinematography visually appealing Visually Striking
272,31,3.76,5.0,"Madness of King George, The (1994)",Comedy|Drama,England mental illness
3386,31,3.5,5.0,JFK (1991),Drama|Mystery|Thriller,politics president
108932,31,3.87,5.0,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,cheeky clever colorful feel-good fun imaginative quirky
1805,31,3.02,4.0,Wild Things (1998),Crime|Drama|Mystery|Thriller,
88163,31,3.98,5.0,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance,
4446,31,3.35,5.0,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,sci-fi
1566,31,3.45,5.0,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,
4701,31,3.37,5.0,Rush Hour 2 (2001),Action|Comedy,
4321,31,3.37,5.0,City Slickers (1991),Comedy|Western,
34319,31,3.35,4.5,"Island, The (2005)",Action|Sci-Fi|Thriller,
2064,31,3.84,5.0,Roger & Me (1989),Documentary,General Motors Michigan
1587,31,3.26,5.0,Conan the Barbarian (1982),Action|Adventure|Fantasy,
5630,31,3.44,5.0,Red Dragon (2002),Crime|Mystery|Thriller,Hannibal Lecter
61024,31,3.68,5.0,Pineapple Express (2008),Action|Comedy|Crime,comedy James Franco Seth Rogen Stoner Movie
1747,31,3.34,5.0,Wag the Dog (1997),Comedy,
7022,30,3.93,5.0,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,based on a book bloody brutal controversial dystopia goretastic satire social commentary survival violence
915,30,3.77,5.0,Sabrina (1954),Comedy|Romance,rich guy - poor girl
2058,30,3.35,5.0,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,police
5219,30,3.08,4.5,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,
2871,30,3.9,5.0,Deliverance (1972),Adventure|Drama|Thriller,river
111362,30,3.83,5.0,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi,
2501,30,3.75,5.0,October Sky (1999),Drama,
2423,30,3.57,5.0,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,christmas
838,30,3.92,5.0,Emma (1996),Comedy|Drama|Romance,Jane Austen
348,30,3.58,5.0,Bullets Over Broadway (1994),Comedy,
97921,30,3.72,5.0,Silver Linings Playbook (2012),Comedy|Drama,
2403,30,3.55,5.0,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,
1267,30,4.25,5.0,"Manchurian Candidate, The (1962)",Crime|Thriller|War,assassination brainwashing
1271,30,3.5,5.0,Fried Green Tomatoes (1991),Comedy|Crime|Drama,
95167,30,3.47,5.0,Brave (2012),Action|Adventure|Animation|Children,
1479,30,3.22,5.0,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,
38038,30,3.63,5.0,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,06 Oscar Nominated Best Movie - Animation Aardman
56757,30,3.72,5.0,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,
84152,30,3.95,5.0,Limitless (2011),Sci-Fi|Thriller,
95510,30,3.25,5.0,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,
246,29,4.29,5.0,Hoop Dreams (1994),Documentary,basketball
1339,29,3.47,5.0,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,
3745,29,3.41,5.0,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,
5444,29,3.81,5.0,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,
1269,29,3.88,5.0,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,murder
647,29,3.33,5.0,Courage Under Fire (1996),Action|Crime|Drama|War,Gulf War
6155,29,3.28,5.0,How to Lose a Guy in 10 Days (2003),Comedy|Romance,
115149,29,3.84,5.0,John Wick (2014),Action|Thriller,dark hero gun-fu Keanu Reeves Revenge secret society stylish action killer widows/widowers
60074,29,3.03,5.0,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,bad script Charlize Theron Will Smith
1061,29,3.67,5.0,Sleepers (1996),Thriller,
3168,29,3.6,5.0,Easy Rider (1969),Adventure|Drama,
898,29,4.31,5.0,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,divorce
3450,29,3.29,5.0,Grumpy Old Men (1993),Comedy,
106696,29,3.62,5.0,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,
94959,29,3.78,5.0,Moonrise Kingdom (2012),Comedy|Drama|Romance,quirky
1223,28,4.09,5.0,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,moon
2243,28,3.43,5.0,Broadcast News (1987),Comedy|Drama|Romance,journalism
3740,28,3.86,5.0,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,
198,28,3.25,5.0,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,
24,28,3.12,5.0,Powder (1995),Drama|Sci-Fi,
52,28,3.46,5.0,Mighty Aphrodite (1995),Comedy|Drama|Romance,adoption prostitution
2335,28,3.18,4.0,"Waterboy, The (1998)",Comedy,football
1027,28,3.02,5.0,Robin Hood: Prince of Thieves (1991),Adventure|Drama,
2788,28,4.05,5.0,Monty Python's And Now for Something Completely Different (1971),Comedy,
5620,28,3.05,5.0,Sweet Home Alabama (2002),Comedy|Romance,
115713,28,3.91,5.0,Ex Machina (2015),Drama|Sci-Fi|Thriller,
46970,28,3.25,5.0,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,
45186,28,3.59,5.0,Mission: Impossible III (2006),Action|Adventure|Thriller,
60756,28,3.55,5.0,Step Brothers (2008),Comedy,funny Highly quotable will ferrell comedy funny will ferrell funny will ferrell
1077,28,3.75,5.0,Sleeper (1973),Comedy|Sci-Fi,
56782,28,4.14,5.0,There Will Be Blood (2007),Drama|Western,atmospheric cerebral character study gritty intense long shots morality visually appealing
968,28,3.75,5.0,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,zombies
2150,28,3.89,5.0,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,
3186,28,3.46,5.0,"Girl, Interrupted (1999)",Drama,asylum based on a true story Brittany Murphy Mental Hospital psychology winona ryder
82459,28,3.75,5.0,True Grit (2010),Western,atmospheric Coen Brothers Jeff Bridges Matt Damon predictable
4019,28,3.71,5.0,Finding Forrester (2000),Drama,writing
1299,28,4.02,5.0,"Killing Fields, The (1984)",Drama|War,Cambodia Vietnam
97304,28,3.98,5.0,Argo (2012),Drama|Thriller,cia politics Thrilling
2109,27,3.37,5.0,"Jerk, The (1979)",Comedy,
2431,27,3.37,5.0,Patch Adams (1998),Comedy|Drama,doctors bad
102445,27,3.69,5.0,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,
2232,27,3.43,5.0,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,
